datetime_stamp,Machine_Id,Plant_Id,Status,Duration_Hours,Downtime_Reason,Maintenance_Cost_USD,Productivity_Loss_USD,ROI_Impact_USD,Availability_Percent,Efficiency_Percent
2025-08-29 08:00:00,CR-110,PL-05,Downtime,4.8,Motor Overheating,2340,1920,-4260,0.0,0.0
2025-08-29 16:00:00,CR-110,PL-05,Downtime,4.4,Conveyor Belt Issue,982,1760,-2742,0.0,0.0
2025-08-30 00:00:00,CR-110,PL-05,Running,8.0,None,0,0,0,100.0,87.1
2025-08-30 08:00:00,CR-110,PL-05,Running,8.0,None,0,0,0,100.0,85.5
2025-08-30 16:00:00,CR-110,PL-05,Downtime,2.6,Bearing Failure,2424,1040,-3464,0.0,0.0
2025-08-31 00:00:00,CR-110,PL-05,Running,8.0,None,0,0,0,100.0,92.5
2025-08-01 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-01 08:00:00,CR-111,PL-01,Downtime,3.5,Conveyor Belt Issue,1479,1400,-2879,0.0,0.0
2025-08-01 16:00:00,CR-111,PL-01,Downtime,5.6,Motor Overheating,2201,2240,-4441,0.0,0.0
2025-08-02 00:00:00,CR-111,PL-01,Downtime,4.7,Sensor Malfunction,744,1880,-2624,0.0,0.0
2025-08-02 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-02 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-03 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,87.7
2025-08-03 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-03 16:00:00,CR-111,PL-01,Downtime,3.0,Motor Overheating,2642,1200,-3842,0.0,0.0
2025-08-04 00:00:00,CR-111,PL-01,Downtime,5.8,Hydraulic Leak,1609,2320,-3929,0.0,0.0
2025-08-04 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-04 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,89.4
2025-08-05 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-05 08:00:00,CR-111,PL-01,Downtime,3.9,Conveyor Belt Issue,1073,1560,-2633,0.0,0.0
2025-08-05 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-06 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,87.0
2025-08-06 08:00:00,CR-111,PL-01,Downtime,2.5,Hydraulic Leak,2385,1000,-3385,0.0,0.0
2025-08-06 16:00:00,CR-111,PL-01,Downtime,5.6,Sensor Malfunction,502,2240,-2742,0.0,0.0
2025-08-07 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,90.0
2025-08-07 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,90.2
2025-08-07 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,87.7
2025-08-08 00:00:00,CR-111,PL-01,Downtime,3.2,Hydraulic Leak,2462,1280,-3742,0.0,0.0
2025-08-08 08:00:00,CR-111,PL-01,Downtime,5.7,Bearing Failure,3343,2280,-5623,0.0,0.0
2025-08-08 16:00:00,CR-111,PL-01,Downtime,3.9,Motor Overheating,1913,1560,-3473,0.0,0.0
2025-08-09 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,93.1
2025-08-09 08:00:00,CR-111,PL-01,Downtime,4.2,Hydraulic Leak,1556,1680,-3236,0.0,0.0
2025-08-09 16:00:00,CR-111,PL-01,Downtime,4.5,Bearing Failure,3201,1800,-5001,0.0,0.0
2025-08-10 00:00:00,CR-111,PL-01,Downtime,2.2,Motor Overheating,2587,880,-3467,0.0,0.0
2025-08-10 08:00:00,CR-111,PL-01,Downtime,2.9,Motor Overheating,1705,1160,-2865,0.0,0.0
2025-08-10 16:00:00,CR-111,PL-01,Downtime,4.9,Electrical Fault,1005,1960,-2965,0.0,0.0
2025-08-11 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-11 08:00:00,CR-111,PL-01,Downtime,5.9,Bearing Failure,3902,2360,-6262,0.0,0.0
2025-08-11 16:00:00,CR-111,PL-01,Downtime,4.6,Motor Overheating,2474,1839,-4313,0.0,0.0
2025-08-12 00:00:00,CR-111,PL-01,Downtime,2.8,Conveyor Belt Issue,1487,1120,-2607,0.0,0.0
2025-08-12 08:00:00,CR-111,PL-01,Downtime,3.1,Hydraulic Leak,1121,1240,-2361,0.0,0.0
2025-08-12 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,89.3
2025-08-13 00:00:00,CR-111,PL-01,Downtime,4.3,Bearing Failure,3095,1720,-4815,0.0,0.0
2025-08-13 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,90.6
2025-08-13 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,92.6
2025-08-14 00:00:00,CR-111,PL-01,Downtime,5.7,Bearing Failure,2855,2280,-5135,0.0,0.0
2025-08-14 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,93.6
2025-08-14 16:00:00,CR-111,PL-01,Downtime,5.7,Motor Overheating,2313,2280,-4593,0.0,0.0
2025-08-15 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-15 08:00:00,CR-111,PL-01,Downtime,5.0,Motor Overheating,2092,2000,-4092,0.0,0.0
2025-08-15 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-16 00:00:00,CR-111,PL-01,Downtime,4.3,Bearing Failure,2219,1720,-3939,0.0,0.0
2025-08-16 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-16 16:00:00,CR-111,PL-01,Downtime,3.8,Hydraulic Leak,2313,1520,-3833,0.0,0.0
2025-08-17 00:00:00,CR-111,PL-01,Downtime,4.0,Sensor Malfunction,780,1600,-2380,0.0,0.0
2025-08-17 08:00:00,CR-111,PL-01,Downtime,4.0,Bearing Failure,2558,1600,-4158,0.0,0.0
2025-08-17 16:00:00,CR-111,PL-01,Downtime,2.5,Motor Overheating,1832,1000,-2832,0.0,0.0
2025-08-18 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,91.7
2025-08-18 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,86.3
2025-08-18 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-19 00:00:00,CR-111,PL-01,Downtime,3.3,Bearing Failure,2604,1320,-3924,0.0,0.0
2025-08-19 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,90.6
2025-08-19 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-20 00:00:00,CR-111,PL-01,Downtime,5.4,Motor Overheating,2330,2160,-4490,0.0,0.0
2025-08-20 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,90.3
2025-08-20 16:00:00,CR-111,PL-01,Downtime,2.3,Sensor Malfunction,642,919,-1561,0.0,0.0
2025-08-21 00:00:00,CR-111,PL-01,Downtime,5.9,Bearing Failure,2977,2360,-5337,0.0,0.0
2025-08-21 08:00:00,CR-111,PL-01,Downtime,3.0,Hydraulic Leak,1534,1200,-2734,0.0,0.0
2025-08-21 16:00:00,CR-111,PL-01,Downtime,3.8,Electrical Fault,1346,1520,-2866,0.0,0.0
2025-08-22 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-22 08:00:00,CR-111,PL-01,Downtime,4.9,Hydraulic Leak,1023,1960,-2983,0.0,0.0
2025-08-22 16:00:00,CR-111,PL-01,Downtime,3.4,Motor Overheating,1983,1360,-3343,0.0,0.0
2025-08-23 00:00:00,CR-111,PL-01,Downtime,2.5,Bearing Failure,2628,1000,-3628,0.0,0.0
2025-08-23 08:00:00,CR-111,PL-01,Downtime,4.7,Motor Overheating,2940,1880,-4820,0.0,0.0
2025-08-23 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-24 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,88.8
2025-08-24 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,94.9
2025-08-24 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,93.2
2025-08-25 00:00:00,CR-111,PL-01,Downtime,2.9,Hydraulic Leak,1273,1160,-2433,0.0,0.0
2025-08-25 08:00:00,CR-111,PL-01,Downtime,3.8,Conveyor Belt Issue,1120,1520,-2640,0.0,0.0
2025-08-25 16:00:00,CR-111,PL-01,Downtime,4.8,Electrical Fault,1764,1920,-3684,0.0,0.0
2025-08-26 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-26 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.2
2025-08-26 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,93.4
2025-08-27 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-27 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-27 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-28 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-28 08:00:00,CR-111,PL-01,Downtime,4.1,Sensor Malfunction,485,1639,-2124,0.0,0.0
2025-08-28 16:00:00,CR-111,PL-01,Downtime,4.3,Bearing Failure,2126,1720,-3846,0.0,0.0
2025-08-29 00:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,88.7
2025-08-29 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,93.6
2025-08-29 16:00:00,CR-111,PL-01,Downtime,4.1,Motor Overheating,1836,1639,-3475,0.0,0.0
2025-08-30 00:00:00,CR-111,PL-01,Downtime,4.1,Hydraulic Leak,1238,1639,-2877,0.0,0.0
2025-08-30 08:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-30 16:00:00,CR-111,PL-01,Running,8.0,None,0,0,0,100.0,90.4
2025-08-31 00:00:00,CR-111,PL-01,Downtime,5.6,Conveyor Belt Issue,956,2240,-3196,0.0,0.0
2025-08-01 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,95.0
2025-08-01 08:00:00,CR-112,PL-02,Downtime,4.1,Conveyor Belt Issue,967,1639,-2606,0.0,0.0
2025-08-01 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-02 00:00:00,CR-112,PL-02,Downtime,4.7,Sensor Malfunction,457,1880,-2337,0.0,0.0
2025-08-02 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-02 16:00:00,CR-112,PL-02,Downtime,5.3,Electrical Fault,1246,2120,-3366,0.0,0.0
2025-08-03 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,89.7
2025-08-03 08:00:00,CR-112,PL-02,Downtime,3.4,Bearing Failure,2130,1360,-3490,0.0,0.0
2025-08-03 16:00:00,CR-112,PL-02,Downtime,2.2,Sensor Malfunction,757,880,-1637,0.0,0.0
2025-08-04 00:00:00,CR-112,PL-02,Downtime,5.7,Bearing Failure,2064,2280,-4344,0.0,0.0
2025-08-04 08:00:00,CR-112,PL-02,Downtime,2.7,Hydraulic Leak,1277,1080,-2357,0.0,0.0
2025-08-04 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,91.9
2025-08-05 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,89.8
2025-08-05 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-05 16:00:00,CR-112,PL-02,Downtime,6.0,Electrical Fault,1583,2400,-3983,0.0,0.0
2025-08-06 00:00:00,CR-112,PL-02,Downtime,5.7,Electrical Fault,1573,2280,-3853,0.0,0.0
2025-08-06 08:00:00,CR-112,PL-02,Downtime,4.7,Electrical Fault,1904,1880,-3784,0.0,0.0
2025-08-06 16:00:00,CR-112,PL-02,Downtime,5.4,Bearing Failure,2242,2160,-4402,0.0,0.0
2025-08-07 00:00:00,CR-112,PL-02,Downtime,4.1,Motor Overheating,2583,1639,-4222,0.0,0.0
2025-08-07 08:00:00,CR-112,PL-02,Downtime,5.9,Bearing Failure,3709,2360,-6069,0.0,0.0
2025-08-07 16:00:00,CR-112,PL-02,Downtime,2.1,Bearing Failure,2611,840,-3451,0.0,0.0
2025-08-08 00:00:00,CR-112,PL-02,Downtime,4.9,Conveyor Belt Issue,934,1960,-2894,0.0,0.0
2025-08-08 08:00:00,CR-112,PL-02,Downtime,5.3,Sensor Malfunction,426,2120,-2546,0.0,0.0
2025-08-08 16:00:00,CR-112,PL-02,Downtime,2.6,Conveyor Belt Issue,693,1040,-1733,0.0,0.0
2025-08-09 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,89.6
2025-08-09 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-09 16:00:00,CR-112,PL-02,Downtime,5.2,Bearing Failure,2858,2080,-4938,0.0,0.0
2025-08-10 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,93.3
2025-08-10 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,91.8
2025-08-10 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.3
2025-08-11 00:00:00,CR-112,PL-02,Downtime,2.3,Motor Overheating,2716,919,-3635,0.0,0.0
2025-08-11 08:00:00,CR-112,PL-02,Downtime,4.4,Bearing Failure,3440,1760,-5200,0.0,0.0
2025-08-11 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,87.4
2025-08-12 00:00:00,CR-112,PL-02,Downtime,2.2,Motor Overheating,2398,880,-3278,0.0,0.0
2025-08-12 08:00:00,CR-112,PL-02,Downtime,2.9,Motor Overheating,1615,1160,-2775,0.0,0.0
2025-08-12 16:00:00,CR-112,PL-02,Downtime,6.0,Bearing Failure,2479,2400,-4879,0.0,0.0
2025-08-13 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-13 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,89.7
2025-08-13 16:00:00,CR-112,PL-02,Downtime,4.4,Hydraulic Leak,2377,1760,-4137,0.0,0.0
2025-08-14 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,94.8
2025-08-14 08:00:00,CR-112,PL-02,Downtime,5.5,Motor Overheating,2852,2200,-5052,0.0,0.0
2025-08-14 16:00:00,CR-112,PL-02,Downtime,3.7,Sensor Malfunction,440,1480,-1920,0.0,0.0
2025-08-15 00:00:00,CR-112,PL-02,Downtime,5.8,Bearing Failure,3801,2320,-6121,0.0,0.0
2025-08-15 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.1
2025-08-15 16:00:00,CR-112,PL-02,Downtime,4.7,Motor Overheating,2638,1880,-4518,0.0,0.0
2025-08-16 00:00:00,CR-112,PL-02,Downtime,5.9,Conveyor Belt Issue,1464,2360,-3824,0.0,0.0
2025-08-16 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,92.5
2025-08-16 16:00:00,CR-112,PL-02,Downtime,4.1,Electrical Fault,1652,1639,-3291,0.0,0.0
2025-08-17 00:00:00,CR-112,PL-02,Downtime,3.2,Electrical Fault,1176,1280,-2456,0.0,0.0
2025-08-17 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,87.3
2025-08-17 16:00:00,CR-112,PL-02,Downtime,5.4,Conveyor Belt Issue,807,2160,-2967,0.0,0.0
2025-08-18 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,86.0
2025-08-18 08:00:00,CR-112,PL-02,Downtime,3.9,Bearing Failure,2118,1560,-3678,0.0,0.0
2025-08-18 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,89.5
2025-08-19 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-19 08:00:00,CR-112,PL-02,Downtime,2.5,Sensor Malfunction,424,1000,-1424,0.0,0.0
2025-08-19 16:00:00,CR-112,PL-02,Downtime,3.3,Motor Overheating,1661,1320,-2981,0.0,0.0
2025-08-20 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,87.2
2025-08-20 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-20 16:00:00,CR-112,PL-02,Downtime,4.9,Bearing Failure,2390,1960,-4350,0.0,0.0
2025-08-21 00:00:00,CR-112,PL-02,Downtime,3.5,Bearing Failure,3238,1400,-4638,0.0,0.0
2025-08-21 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,95.0
2025-08-21 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,90.2
2025-08-22 00:00:00,CR-112,PL-02,Downtime,5.0,Motor Overheating,2983,2000,-4983,0.0,0.0
2025-08-22 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,86.5
2025-08-22 16:00:00,CR-112,PL-02,Downtime,2.8,Motor Overheating,2181,1120,-3301,0.0,0.0
2025-08-23 00:00:00,CR-112,PL-02,Downtime,5.6,Hydraulic Leak,1433,2240,-3673,0.0,0.0
2025-08-23 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,91.1
2025-08-23 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,89.4
2025-08-24 00:00:00,CR-112,PL-02,Downtime,6.0,Bearing Failure,2980,2400,-5380,0.0,0.0
2025-08-24 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,88.9
2025-08-24 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,93.1
2025-08-25 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,93.8
2025-08-25 08:00:00,CR-112,PL-02,Downtime,3.0,Electrical Fault,1458,1200,-2658,0.0,0.0
2025-08-25 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,87.3
2025-08-26 00:00:00,CR-112,PL-02,Downtime,4.1,Electrical Fault,1535,1639,-3174,0.0,0.0
2025-08-26 08:00:00,CR-112,PL-02,Downtime,3.4,Hydraulic Leak,2018,1360,-3378,0.0,0.0
2025-08-26 16:00:00,CR-112,PL-02,Downtime,5.2,Conveyor Belt Issue,1239,2080,-3319,0.0,0.0
2025-08-27 00:00:00,CR-112,PL-02,Downtime,5.4,Conveyor Belt Issue,1436,2160,-3596,0.0,0.0
2025-08-27 08:00:00,CR-112,PL-02,Downtime,3.3,Motor Overheating,1593,1320,-2913,0.0,0.0
2025-08-27 16:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,87.1
2025-08-28 00:00:00,CR-112,PL-02,Downtime,2.6,Motor Overheating,2034,1040,-3074,0.0,0.0
2025-08-28 08:00:00,CR-112,PL-02,Downtime,4.3,Sensor Malfunction,668,1720,-2388,0.0,0.0
2025-08-28 16:00:00,CR-112,PL-02,Downtime,2.6,Electrical Fault,1475,1040,-2515,0.0,0.0
2025-08-29 00:00:00,CR-112,PL-02,Downtime,4.3,Motor Overheating,2003,1720,-3723,0.0,0.0
2025-08-29 08:00:00,CR-112,PL-02,Downtime,4.6,Conveyor Belt Issue,1201,1839,-3040,0.0,0.0
2025-08-29 16:00:00,CR-112,PL-02,Downtime,5.1,Hydraulic Leak,2000,2039,-4039,0.0,0.0
2025-08-30 00:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,88.6
2025-08-30 08:00:00,CR-112,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-30 16:00:00,CR-112,PL-02,Downtime,2.7,Conveyor Belt Issue,1314,1080,-2394,0.0,0.0
2025-08-31 00:00:00,CR-112,PL-02,Downtime,2.6,Hydraulic Leak,2119,1040,-3159,0.0,0.0
2025-08-01 00:00:00,CR-113,PL-03,Downtime,5.7,Conveyor Belt Issue,1055,2280,-3335,0.0,0.0
2025-08-01 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-01 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-02 00:00:00,CR-113,PL-03,Downtime,5.4,Sensor Malfunction,338,2160,-2498,0.0,0.0
2025-08-02 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-02 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,88.8
2025-08-03 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,92.9
2025-08-03 08:00:00,CR-113,PL-03,Downtime,5.4,Electrical Fault,1273,2160,-3433,0.0,0.0
2025-08-03 16:00:00,CR-113,PL-03,Downtime,2.6,Bearing Failure,2447,1040,-3487,0.0,0.0
2025-08-04 00:00:00,CR-113,PL-03,Downtime,3.5,Conveyor Belt Issue,1132,1400,-2532,0.0,0.0
2025-08-04 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,91.6
2025-08-04 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-05 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-05 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,89.4
2025-08-05 16:00:00,CR-113,PL-03,Downtime,4.1,Bearing Failure,2842,1639,-4481,0.0,0.0
2025-08-06 00:00:00,CR-113,PL-03,Downtime,4.1,Bearing Failure,2562,1639,-4201,0.0,0.0
2025-08-06 08:00:00,CR-113,PL-03,Downtime,3.1,Sensor Malfunction,557,1240,-1797,0.0,0.0
2025-08-06 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.2
2025-08-07 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-07 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,91.0
2025-08-07 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,86.2
2025-08-08 00:00:00,CR-113,PL-03,Downtime,2.4,Bearing Failure,2304,960,-3264,0.0,0.0
2025-08-08 08:00:00,CR-113,PL-03,Downtime,4.5,Motor Overheating,2016,1800,-3816,0.0,0.0
2025-08-08 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-09 00:00:00,CR-113,PL-03,Downtime,3.6,Motor Overheating,2264,1440,-3704,0.0,0.0
2025-08-09 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,86.8
2025-08-09 16:00:00,CR-113,PL-03,Downtime,3.0,Conveyor Belt Issue,1213,1200,-2413,0.0,0.0
2025-08-10 00:00:00,CR-113,PL-03,Downtime,4.7,Motor Overheating,1665,1880,-3545,0.0,0.0
2025-08-10 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-10 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-11 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,94.4
2025-08-11 08:00:00,CR-113,PL-03,Downtime,3.5,Bearing Failure,3131,1400,-4531,0.0,0.0
2025-08-11 16:00:00,CR-113,PL-03,Downtime,4.5,Conveyor Belt Issue,1219,1800,-3019,0.0,0.0
2025-08-12 00:00:00,CR-113,PL-03,Downtime,4.0,Motor Overheating,2388,1600,-3988,0.0,0.0
2025-08-12 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,90.0
2025-08-12 16:00:00,CR-113,PL-03,Downtime,5.9,Hydraulic Leak,1195,2360,-3555,0.0,0.0
2025-08-13 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-13 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,90.4
2025-08-13 16:00:00,CR-113,PL-03,Downtime,5.6,Motor Overheating,2917,2240,-5157,0.0,0.0
2025-08-14 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.7
2025-08-14 08:00:00,CR-113,PL-03,Downtime,2.2,Conveyor Belt Issue,576,880,-1456,0.0,0.0
2025-08-14 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-15 00:00:00,CR-113,PL-03,Downtime,4.2,Hydraulic Leak,2347,1680,-4027,0.0,0.0
2025-08-15 08:00:00,CR-113,PL-03,Downtime,5.7,Bearing Failure,2644,2280,-4924,0.0,0.0
2025-08-15 16:00:00,CR-113,PL-03,Downtime,2.8,Bearing Failure,2295,1120,-3415,0.0,0.0
2025-08-16 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,92.7
2025-08-16 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-16 16:00:00,CR-113,PL-03,Downtime,2.3,Electrical Fault,1132,919,-2051,0.0,0.0
2025-08-17 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,89.0
2025-08-17 08:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.6
2025-08-17 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-18 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,94.6
2025-08-18 08:00:00,CR-113,PL-03,Downtime,3.5,Sensor Malfunction,678,1400,-2078,0.0,0.0
2025-08-18 16:00:00,CR-113,PL-03,Downtime,6.0,Bearing Failure,3483,2400,-5883,0.0,0.0
2025-08-19 00:00:00,CR-113,PL-03,Downtime,5.0,Bearing Failure,2708,2000,-4708,0.0,0.0
2025-08-19 08:00:00,CR-113,PL-03,Downtime,3.7,Bearing Failure,3717,1480,-5197,0.0,0.0
2025-08-19 16:00:00,CR-113,PL-03,Downtime,4.4,Bearing Failure,3257,1760,-5017,0.0,0.0
2025-08-20 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,95.0
2025-08-20 08:00:00,CR-113,PL-03,Downtime,5.1,Electrical Fault,860,2039,-2899,0.0,0.0
2025-08-20 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,85.0
2025-08-21 00:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,92.8
2025-08-21 08:00:00,CR-113,PL-03,Downtime,2.9,Conveyor Belt Issue,1066,1160,-2226,0.0,0.0
2025-08-21 16:00:00,CR-113,PL-03,Running,8.0,None,0,0,0,100.0,86.7
2025-08-22 00:00:00,CR-113,PL-03,Downtime,4.7,Electrical Fault,1578,1880,-3458,0.0,0.0
2025-08-22 08:00:00,CR-113,PL-03,Downtime,4.5,Bearing Failure,3634,1800,-5434,0.0,0.0
2025-08-22 16:00:00,CR-113,PL-03,Downtime,2.3,Motor Overheating,2048,919,-2967,0.0,0.0
2025-08-23 00:00:00,CR-113,PL-03,Downtime,4.8,Motor Overheating,2798,1920,-4718,0.0,0.0
2025-08-23 08:00:00,CR-113,PL-03,Downtime,3.6,Motor Overheating,2238,1440,-3678,0.0,0.0
2025-08-23 16:00:00,CR-113,PL-03,Downtime,2.0,Bearing Failure,2631,800,-3431,0.0,0.0
2025-08-24 00:00:00,CR-113,PL-03,Downtime,5.0,Electrical Fault,1009,2000,-3009,0.0,0.0
2025-08-24 08:00:00,CR-113,PL-03,Downtime,2.7,Bearing Failure,2919,1080,-3999,0.0,0.0
2025-08-24 16:00:00,CR-113,PL-03,Downtime,4.0,Sensor Malfunction,352,1600,-1952,0.0,0.0
2025-08-25 00:00:00,CR-113,PL-03,Downtime,3.4,Bearing Failure,2190,1360,-3550,0.0,0.0
